dt,secu,M001012
2007-01-31,000001_SZ_EQ,
2007-01-31,000002_SZ_EQ,
2007-01-31,000009_SZ_EQ,
2007-01-31,000039_SZ_EQ,
2007-01-31,000060_SZ_EQ,
2007-01-31,000061_SZ_EQ,
2007-01-31,000063_SZ_EQ,
2007-01-31,000069_SZ_EQ,
2007-01-31,000157_SZ_EQ,
2007-01-31,000402_SZ_EQ,
2007-01-31,000425_SZ_EQ,
2007-01-31,000538_SZ_EQ,
2007-01-31,000568_SZ_EQ,
2007-01-31,000625_SZ_EQ,
2007-01-31,000630_SZ_EQ,
2007-01-31,000651_SZ_EQ,
2007-01-31,000709_SZ_EQ,
2007-01-31,000729_SZ_EQ,
2007-01-31,000768_SZ_EQ,
2007-01-31,000778_SZ_EQ,
2007-01-31,000792_SZ_EQ,
2007-01-31,000800_SZ_EQ,
2007-01-31,000858_SZ_EQ,
2007-01-31,002024_SZ_EQ,
2007-01-31,600000_SH_EQ,
2007-01-31,600009_SH_EQ,
2007-01-31,600010_SH_EQ,
2007-01-31,600015_SH_EQ,
2007-01-31,600016_SH_EQ,
2007-01-31,600019_SH_EQ,
2007-01-31,600028_SH_EQ,
2007-01-31,600029_SH_EQ,
2007-01-31,600030_SH_EQ,
2007-01-31,600031_SH_EQ,
2007-01-31,600036_SH_EQ,
2007-01-31,600048_SH_EQ,
2007-01-31,600050_SH_EQ,
2007-01-31,600066_SH_EQ,
2007-01-31,600068_SH_EQ,
2007-01-31,600085_SH_EQ,
2007-01-31,600100_SH_EQ,
2007-01-31,600104_SH_EQ,
2007-01-31,600118_SH_EQ,
2007-01-31,600150_SH_EQ,
2007-01-31,600153_SH_EQ,
2007-01-31,600170_SH_EQ,
2007-01-31,600177_SH_EQ,
2007-01-31,600188_SH_EQ,
2007-01-31,600196_SH_EQ,
2007-01-31,600221_SH_EQ,
2007-01-31,600256_SH_EQ,
2007-01-31,600271_SH_EQ,
2007-01-31,600309_SH_EQ,
2007-01-31,600362_SH_EQ,
2007-01-31,600383_SH_EQ,
2007-01-31,600415_SH_EQ,
2007-01-31,600489_SH_EQ,
2007-01-31,600519_SH_EQ,
2007-01-31,600547_SH_EQ,
2007-01-31,600583_SH_EQ,
2007-01-31,600585_SH_EQ,
2007-01-31,600600_SH_EQ,
2007-01-31,600642_SH_EQ,
2007-01-31,600649_SH_EQ,
2007-01-31,600660_SH_EQ,
2007-01-31,600690_SH_EQ,
2007-01-31,600739_SH_EQ,
2007-01-31,600741_SH_EQ,
2007-01-31,600795_SH_EQ,
2007-01-31,600839_SH_EQ,
2007-01-31,600875_SH_EQ,
2007-01-31,600900_SH_EQ,
2007-01-31,601006_SH_EQ,
2007-01-31,601111_SH_EQ,
2007-01-31,601398_SH_EQ,
2007-01-31,601628_SH_EQ,
2007-01-31,601988_SH_EQ,
2007-01-31,000503_SZ_EQ,
2007-01-31,000932_SZ_EQ,
2007-01-31,600087_SH_EQ,
2007-01-31,600089_SH_EQ,
2007-01-31,600088_SH_EQ,
2007-01-31,600307_SH_EQ,
2007-01-31,600770_SH_EQ,
2007-01-31,600779_SH_EQ,
2007-01-31,600033_SH_EQ,
2007-01-31,600035_SH_EQ,
2007-01-31,600037_SH_EQ,
2007-01-31,600428_SH_EQ,
2007-01-31,600549_SH_EQ,
2007-01-31,600210_SH_EQ,
2007-01-31,000900_SZ_EQ,
2007-01-31,600895_SH_EQ,
2007-01-31,600143_SH_EQ,
2007-01-31,000652_SZ_EQ,
2007-01-31,600754_SH_EQ,
2007-01-31,600361_SH_EQ,
2007-01-31,600598_SH_EQ,
2007-01-31,600597_SH_EQ,
2007-01-31,600596_SH_EQ,
2007-01-31,600591_SH_EQ,
2007-01-31,000031_SZ_EQ,
2007-01-31,600639_SH_EQ,
2007-01-31,600631_SH_EQ,
2007-01-31,000680_SZ_EQ,
2007-01-31,600267_SH_EQ,
2007-01-31,600266_SH_EQ,
2007-01-31,601001_SH_EQ,
2007-01-31,600096_SH_EQ,
2007-01-31,600098_SH_EQ,
2007-01-31,600161_SH_EQ,
2007-01-31,600761_SH_EQ,
2007-01-31,600535_SH_EQ,
2007-01-31,600320_SH_EQ,
2007-01-31,000970_SZ_EQ,
2007-01-31,600588_SH_EQ,
2007-01-31,600270_SH_EQ,
2007-01-31,000059_SZ_EQ,
2007-01-31,600879_SH_EQ,
2007-01-31,600688_SH_EQ,
2007-01-31,000869_SZ_EQ,
2007-01-31,000767_SZ_EQ,
2007-01-31,600886_SH_EQ,
2007-01-31,000550_SZ_EQ,
2007-01-31,000559_SZ_EQ,
2007-01-31,600456_SH_EQ,
2007-01-31,000636_SZ_EQ,
2007-01-31,600797_SH_EQ,
2007-01-31,600809_SH_EQ,
2007-01-31,600808_SH_EQ,
2007-01-31,601607_SH_EQ,
2007-01-31,600058_SH_EQ,
2007-01-31,600521_SH_EQ,
2007-01-31,000969_SZ_EQ,
2007-01-31,000960_SZ_EQ,
2007-01-31,000962_SZ_EQ,
2007-01-31,600970_SH_EQ,
2007-01-31,600643_SH_EQ,
2007-01-31,600123_SH_EQ,
2007-01-31,000024_SZ_EQ,
2007-01-31,000027_SZ_EQ,
2007-01-31,000029_SZ_EQ,
2007-01-31,000100_SZ_EQ,
2007-01-31,002008_SZ_EQ,
2007-01-31,000878_SZ_EQ,
2007-01-31,000875_SZ_EQ,
2007-01-31,000541_SZ_EQ,
2007-01-31,600460_SH_EQ,
2007-01-31,600663_SH_EQ,
2007-01-31,600662_SH_EQ,
2007-01-31,600786_SH_EQ,
2007-01-31,600787_SH_EQ,
2007-01-31,600780_SH_EQ,
2007-01-31,600812_SH_EQ,
2007-01-31,600811_SH_EQ,
2007-01-31,600060_SH_EQ,
2007-01-31,600497_SH_EQ,
2007-01-31,600653_SH_EQ,
2007-01-31,600655_SH_EQ,
2007-01-31,000036_SZ_EQ,
2007-01-31,000423_SZ_EQ,
2007-01-31,600472_SH_EQ,
2007-01-31,600220_SH_EQ,
2007-01-31,600350_SH_EQ,
2007-01-31,600357_SH_EQ,
2007-01-31,600820_SH_EQ,
2007-01-31,600508_SH_EQ,
2007-01-31,600132_SH_EQ,
2007-01-31,600078_SH_EQ,
2007-01-31,000581_SZ_EQ,
2007-01-31,600628_SH_EQ,
2007-01-31,600073_SH_EQ,
2007-01-31,600500_SH_EQ,
2007-01-31,600348_SH_EQ,
2007-01-31,600717_SH_EQ,
2007-01-31,600871_SH_EQ,
2007-01-31,000488_SZ_EQ,
2007-01-31,600832_SH_EQ,
2007-01-31,600834_SH_EQ,
2007-01-31,600835_SH_EQ,
2007-01-31,600125_SH_EQ,
2007-01-31,600121_SH_EQ,
2007-01-31,000021_SZ_EQ,
2007-01-31,000022_SZ_EQ,
2007-01-31,600637_SH_EQ,
2007-01-31,600635_SH_EQ,
2007-01-31,000708_SZ_EQ,
2007-01-31,000562_SZ_EQ,
2007-01-31,000717_SZ_EQ,
2007-01-31,000012_SZ_EQ,
2007-01-31,000422_SZ_EQ,
2007-01-31,600377_SH_EQ,
2007-01-31,600005_SH_EQ,
2007-01-31,600004_SH_EQ,
2007-01-31,600006_SH_EQ,
2007-01-31,000828_SZ_EQ,
2007-01-31,000825_SZ_EQ,
2007-01-31,000822_SZ_EQ,
2007-01-31,600331_SH_EQ,
2007-01-31,600316_SH_EQ,
2007-01-31,600410_SH_EQ,
2007-01-31,600418_SH_EQ,
2007-01-31,000912_SZ_EQ,
2007-01-31,000917_SZ_EQ,
2007-01-31,000898_SZ_EQ,
2007-01-31,000895_SZ_EQ,
2007-01-31,000897_SZ_EQ,
2007-01-31,600110_SH_EQ,
2007-01-31,600117_SH_EQ,
2007-01-31,000601_SZ_EQ,
2007-01-31,600269_SH_EQ,
2007-01-31,000933_SZ_EQ,
2007-01-31,000939_SZ_EQ,
2007-01-31,600602_SH_EQ,
2007-01-31,600601_SH_EQ,
2007-01-31,600205_SH_EQ,
2007-01-31,000786_SZ_EQ,
2007-01-31,600548_SH_EQ,
2007-01-31,600282_SH_EQ,
2007-01-31,600021_SH_EQ,
2007-01-31,600027_SH_EQ,
2007-01-31,600026_SH_EQ,
2007-01-31,600851_SH_EQ,
2007-01-31,600102_SH_EQ,
2007-01-31,600108_SH_EQ,
2007-01-31,000617_SZ_EQ,
2007-01-31,000089_SZ_EQ,
2007-01-31,000088_SZ_EQ,
2007-01-31,600616_SH_EQ,
2007-01-31,000761_SZ_EQ,
2007-01-31,000927_SZ_EQ,
2007-01-31,000401_SZ_EQ,
2007-01-31,000400_SZ_EQ,
2007-01-31,600312_SH_EQ,
2007-01-31,600296_SH_EQ,
2007-01-31,600694_SH_EQ,
2007-01-31,600724_SH_EQ,
2007-01-31,000758_SZ_EQ,
2007-01-31,000807_SZ_EQ,
2007-01-31,000539_SZ_EQ,
2007-01-31,600008_SH_EQ,
2007-01-31,600001_SH_EQ,
2007-01-31,600007_SH_EQ,
2007-01-31,600432_SH_EQ,
2007-01-31,000930_SZ_EQ,
2007-01-31,000937_SZ_EQ,
2007-01-31,600151_SH_EQ,
2007-01-31,600863_SH_EQ,
2007-01-31,600868_SH_EQ,
2007-01-31,600171_SH_EQ,
2007-01-31,000623_SZ_EQ,
2007-01-31,000629_SZ_EQ,
2007-01-31,600997_SH_EQ,
2007-01-31,000099_SZ_EQ,
2007-01-31,000751_SZ_EQ,
2007-01-31,600550_SH_EQ,
2007-01-31,600299_SH_EQ,
2007-01-31,600718_SH_EQ,
2007-01-31,000410_SZ_EQ,
2007-01-31,600308_SH_EQ,
2007-01-31,000997_SZ_EQ,
2007-01-31,000682_SZ_EQ,
2007-01-31,600198_SH_EQ,
2007-01-31,600190_SH_EQ,
2007-01-31,000527_SZ_EQ,
2007-01-31,000520_SZ_EQ,
2007-01-31,000528_SZ_EQ,
2007-01-31,600018_SH_EQ,
2007-01-31,600012_SH_EQ,
2007-01-31,600011_SH_EQ,
2007-01-31,600569_SH_EQ,
2007-01-31,000793_SZ_EQ,
2007-01-31,600231_SH_EQ,
2007-01-31,600675_SH_EQ,
2007-01-31,600874_SH_EQ,
2007-01-31,600160_SH_EQ,
2007-01-31,002025_SZ_EQ,
2007-01-31,000068_SZ_EQ,
2007-01-31,000066_SZ_EQ,
2007-01-31,600236_SH_EQ,
2007-01-31,600062_SH_EQ,
2007-01-31,600200_SH_EQ,
2007-01-31,600627_SH_EQ,
2007-01-31,600333_SH_EQ,
2007-01-31,600332_SH_EQ,
2007-01-31,600498_SH_EQ,
2007-01-31,000983_SZ_EQ,
2007-01-31,600747_SH_EQ,
2007-01-31,600748_SH_EQ,
2007-01-31,000698_SZ_EQ,
2007-01-31,600183_SH_EQ,
2007-01-31,600022_SH_EQ,
2007-01-31,600020_SH_EQ,
2007-01-31,000839_SZ_EQ,
2007-01-31,600881_SH_EQ,
2007-01-31,600884_SH_EQ,
2007-01-31,600887_SH_EQ,
2007-01-31,000725_SZ_EQ,
2007-01-31,002052_SZ_EQ,
2007-01-31,002051_SZ_EQ,
2007-02-28,000001_SZ_EQ,
2007-02-28,000002_SZ_EQ,
2007-02-28,000009_SZ_EQ,
2007-02-28,000039_SZ_EQ,
2007-02-28,000060_SZ_EQ,
2007-02-28,000061_SZ_EQ,
2007-02-28,000063_SZ_EQ,
2007-02-28,000069_SZ_EQ,
2007-02-28,000157_SZ_EQ,
2007-02-28,000402_SZ_EQ,
2007-02-28,000425_SZ_EQ,
2007-02-28,000538_SZ_EQ,
2007-02-28,000568_SZ_EQ,
2007-02-28,000625_SZ_EQ,
2007-02-28,000630_SZ_EQ,
2007-02-28,000651_SZ_EQ,
2007-02-28,000709_SZ_EQ,
2007-02-28,000729_SZ_EQ,
2007-02-28,000768_SZ_EQ,
2007-02-28,000778_SZ_EQ,
2007-02-28,000792_SZ_EQ,
2007-02-28,000800_SZ_EQ,
2007-02-28,000858_SZ_EQ,
2007-02-28,002024_SZ_EQ,
2007-02-28,600000_SH_EQ,
2007-02-28,600009_SH_EQ,
2007-02-28,600010_SH_EQ,
2007-02-28,600015_SH_EQ,
2007-02-28,600016_SH_EQ,
2007-02-28,600019_SH_EQ,
2007-02-28,600028_SH_EQ,
2007-02-28,600029_SH_EQ,
2007-02-28,600030_SH_EQ,
2007-02-28,600031_SH_EQ,
2007-02-28,600036_SH_EQ,
2007-02-28,600048_SH_EQ,
2007-02-28,600050_SH_EQ,
2007-02-28,600066_SH_EQ,
2007-02-28,600068_SH_EQ,
2007-02-28,600085_SH_EQ,
2007-02-28,600100_SH_EQ,
2007-02-28,600104_SH_EQ,
2007-02-28,600118_SH_EQ,
2007-02-28,600150_SH_EQ,
2007-02-28,600153_SH_EQ,
2007-02-28,600170_SH_EQ,
2007-02-28,600177_SH_EQ,
2007-02-28,600188_SH_EQ,
2007-02-28,600196_SH_EQ,
2007-02-28,600221_SH_EQ,
2007-02-28,600256_SH_EQ,
2007-02-28,600271_SH_EQ,
2007-02-28,600309_SH_EQ,
2007-02-28,600362_SH_EQ,
2007-02-28,600383_SH_EQ,
2007-02-28,600415_SH_EQ,
2007-02-28,600489_SH_EQ,
2007-02-28,600519_SH_EQ,
2007-02-28,600547_SH_EQ,
2007-02-28,600583_SH_EQ,
2007-02-28,600585_SH_EQ,
2007-02-28,600600_SH_EQ,
2007-02-28,600642_SH_EQ,
2007-02-28,600649_SH_EQ,
2007-02-28,600660_SH_EQ,
2007-02-28,600690_SH_EQ,
2007-02-28,600739_SH_EQ,
2007-02-28,600741_SH_EQ,
2007-02-28,600795_SH_EQ,
2007-02-28,600839_SH_EQ,
2007-02-28,600875_SH_EQ,
2007-02-28,600900_SH_EQ,
2007-02-28,601006_SH_EQ,
2007-02-28,601111_SH_EQ,
2007-02-28,601166_SH_EQ,
2007-02-28,601398_SH_EQ,
2007-02-28,601628_SH_EQ,
2007-02-28,601988_SH_EQ,
2007-02-28,000503_SZ_EQ,
2007-02-28,000932_SZ_EQ,
2007-02-28,600087_SH_EQ,
2007-02-28,600089_SH_EQ,
2007-02-28,600088_SH_EQ,
2007-02-28,600307_SH_EQ,
2007-02-28,600770_SH_EQ,
2007-02-28,600779_SH_EQ,
2007-02-28,600033_SH_EQ,
2007-02-28,600035_SH_EQ,
2007-02-28,600037_SH_EQ,
2007-02-28,600428_SH_EQ,
2007-02-28,600549_SH_EQ,
2007-02-28,600210_SH_EQ,
2007-02-28,000900_SZ_EQ,
2007-02-28,600895_SH_EQ,
2007-02-28,600143_SH_EQ,
2007-02-28,000652_SZ_EQ,
2007-02-28,600754_SH_EQ,
2007-02-28,600361_SH_EQ,
2007-02-28,600598_SH_EQ,
2007-02-28,600597_SH_EQ,
2007-02-28,600596_SH_EQ,
2007-02-28,600591_SH_EQ,
2007-02-28,000031_SZ_EQ,
2007-02-28,600639_SH_EQ,
2007-02-28,600631_SH_EQ,
2007-02-28,000680_SZ_EQ,
2007-02-28,600267_SH_EQ,
2007-02-28,600266_SH_EQ,
2007-02-28,601001_SH_EQ,
2007-02-28,600096_SH_EQ,
2007-02-28,600098_SH_EQ,
2007-02-28,600161_SH_EQ,
2007-02-28,600761_SH_EQ,
2007-02-28,600535_SH_EQ,
2007-02-28,600320_SH_EQ,
2007-02-28,000970_SZ_EQ,
2007-02-28,600588_SH_EQ,
2007-02-28,600270_SH_EQ,
2007-02-28,000059_SZ_EQ,
2007-02-28,600879_SH_EQ,
2007-02-28,600688_SH_EQ,
2007-02-28,000869_SZ_EQ,
2007-02-28,000767_SZ_EQ,
2007-02-28,600886_SH_EQ,
2007-02-28,000550_SZ_EQ,
2007-02-28,000559_SZ_EQ,
2007-02-28,600456_SH_EQ,
2007-02-28,000636_SZ_EQ,
2007-02-28,600797_SH_EQ,
2007-02-28,600809_SH_EQ,
2007-02-28,600808_SH_EQ,
2007-02-28,601607_SH_EQ,
2007-02-28,600058_SH_EQ,
2007-02-28,600521_SH_EQ,
2007-02-28,000969_SZ_EQ,
2007-02-28,000960_SZ_EQ,
2007-02-28,000962_SZ_EQ,
2007-02-28,600970_SH_EQ,
2007-02-28,600643_SH_EQ,
2007-02-28,600123_SH_EQ,
2007-02-28,000024_SZ_EQ,
2007-02-28,000027_SZ_EQ,
2007-02-28,000029_SZ_EQ,
2007-02-28,000100_SZ_EQ,
2007-02-28,002008_SZ_EQ,
2007-02-28,000878_SZ_EQ,
2007-02-28,000875_SZ_EQ,
2007-02-28,000541_SZ_EQ,
2007-02-28,600460_SH_EQ,
2007-02-28,600663_SH_EQ,
2007-02-28,600662_SH_EQ,
2007-02-28,600786_SH_EQ,
2007-02-28,600787_SH_EQ,
2007-02-28,600780_SH_EQ,
2007-02-28,600812_SH_EQ,
2007-02-28,600811_SH_EQ,
2007-02-28,600060_SH_EQ,
2007-02-28,600497_SH_EQ,
2007-02-28,600653_SH_EQ,
2007-02-28,600655_SH_EQ,
2007-02-28,000036_SZ_EQ,
2007-02-28,000423_SZ_EQ,
2007-02-28,600472_SH_EQ,
2007-02-28,600220_SH_EQ,
2007-02-28,600350_SH_EQ,
2007-02-28,600357_SH_EQ,
2007-02-28,600820_SH_EQ,
2007-02-28,600508_SH_EQ,
2007-02-28,600132_SH_EQ,
2007-02-28,600078_SH_EQ,
2007-02-28,000581_SZ_EQ,
2007-02-28,600628_SH_EQ,
2007-02-28,600073_SH_EQ,
2007-02-28,600500_SH_EQ,
2007-02-28,600348_SH_EQ,
2007-02-28,600717_SH_EQ,
2007-02-28,600871_SH_EQ,
2007-02-28,000488_SZ_EQ,
2007-02-28,600832_SH_EQ,
2007-02-28,600834_SH_EQ,
2007-02-28,600835_SH_EQ,
2007-02-28,600125_SH_EQ,
2007-02-28,600121_SH_EQ,
2007-02-28,000021_SZ_EQ,
2007-02-28,000022_SZ_EQ,
2007-02-28,600637_SH_EQ,
2007-02-28,600635_SH_EQ,
2007-02-28,000708_SZ_EQ,
2007-02-28,000562_SZ_EQ,
2007-02-28,000717_SZ_EQ,
2007-02-28,000012_SZ_EQ,
2007-02-28,000422_SZ_EQ,
2007-02-28,600377_SH_EQ,
2007-02-28,600005_SH_EQ,
2007-02-28,600004_SH_EQ,
2007-02-28,600006_SH_EQ,
2007-02-28,000828_SZ_EQ,
2007-02-28,000825_SZ_EQ,
2007-02-28,000822_SZ_EQ,
2007-02-28,600331_SH_EQ,
2007-02-28,600316_SH_EQ,
2007-02-28,600410_SH_EQ,
2007-02-28,600418_SH_EQ,
2007-02-28,000912_SZ_EQ,
2007-02-28,000917_SZ_EQ,
2007-02-28,000898_SZ_EQ,
2007-02-28,000895_SZ_EQ,
2007-02-28,000897_SZ_EQ,
2007-02-28,600110_SH_EQ,
2007-02-28,600117_SH_EQ,
2007-02-28,000601_SZ_EQ,
2007-02-28,600269_SH_EQ,
2007-02-28,000933_SZ_EQ,
2007-02-28,600602_SH_EQ,
2007-02-28,600601_SH_EQ,
2007-02-28,600205_SH_EQ,
2007-02-28,000786_SZ_EQ,
2007-02-28,600548_SH_EQ,
2007-02-28,600282_SH_EQ,
2007-02-28,600021_SH_EQ,
2007-02-28,600027_SH_EQ,
2007-02-28,600026_SH_EQ,
2007-02-28,600851_SH_EQ,
2007-02-28,600102_SH_EQ,
2007-02-28,600108_SH_EQ,
2007-02-28,000617_SZ_EQ,
2007-02-28,000089_SZ_EQ,
2007-02-28,000088_SZ_EQ,
2007-02-28,600616_SH_EQ,
2007-02-28,000761_SZ_EQ,
2007-02-28,000927_SZ_EQ,
2007-02-28,000401_SZ_EQ,
2007-02-28,000400_SZ_EQ,
2007-02-28,600312_SH_EQ,
2007-02-28,600296_SH_EQ,
2007-02-28,600694_SH_EQ,
2007-02-28,600724_SH_EQ,
2007-02-28,000758_SZ_EQ,
2007-02-28,000807_SZ_EQ,
2007-02-28,000539_SZ_EQ,
2007-02-28,600008_SH_EQ,
2007-02-28,600001_SH_EQ,
2007-02-28,600007_SH_EQ,
2007-02-28,600432_SH_EQ,
2007-02-28,000930_SZ_EQ,
2007-02-28,000937_SZ_EQ,
2007-02-28,600151_SH_EQ,
2007-02-28,600863_SH_EQ,
2007-02-28,600868_SH_EQ,
2007-02-28,600171_SH_EQ,
2007-02-28,000623_SZ_EQ,
2007-02-28,000629_SZ_EQ,
2007-02-28,600997_SH_EQ,
2007-02-28,000099_SZ_EQ,
2007-02-28,000751_SZ_EQ,
2007-02-28,600550_SH_EQ,
2007-02-28,600299_SH_EQ,
2007-02-28,600718_SH_EQ,
2007-02-28,000410_SZ_EQ,
2007-02-28,600308_SH_EQ,
2007-02-28,000997_SZ_EQ,
2007-02-28,000682_SZ_EQ,
2007-02-28,600198_SH_EQ,
2007-02-28,600190_SH_EQ,
2007-02-28,000527_SZ_EQ,
2007-02-28,000520_SZ_EQ,
2007-02-28,000528_SZ_EQ,
2007-02-28,600018_SH_EQ,
2007-02-28,600012_SH_EQ,
2007-02-28,600011_SH_EQ,
2007-02-28,600569_SH_EQ,
2007-02-28,000793_SZ_EQ,
2007-02-28,600231_SH_EQ,
2007-02-28,600675_SH_EQ,
2007-02-28,600874_SH_EQ,
2007-02-28,600160_SH_EQ,
2007-02-28,002025_SZ_EQ,
2007-02-28,000068_SZ_EQ,
2007-02-28,000066_SZ_EQ,
2007-02-28,600236_SH_EQ,
2007-02-28,600062_SH_EQ,
2007-02-28,600200_SH_EQ,
2007-02-28,600627_SH_EQ,
2007-02-28,600333_SH_EQ,
2007-02-28,600332_SH_EQ,
2007-02-28,600498_SH_EQ,
2007-02-28,000983_SZ_EQ,
2007-02-28,600747_SH_EQ,
2007-02-28,600748_SH_EQ,
2007-02-28,000698_SZ_EQ,
2007-02-28,600183_SH_EQ,
2007-02-28,600022_SH_EQ,
2007-02-28,600020_SH_EQ,
2007-02-28,000839_SZ_EQ,
2007-02-28,600881_SH_EQ,
2007-02-28,600884_SH_EQ,
2007-02-28,600887_SH_EQ,
2007-02-28,000725_SZ_EQ,
2007-02-28,002052_SZ_EQ,
2007-02-28,002051_SZ_EQ,
2007-03-30,000001_SZ_EQ,
2007-03-30,000002_SZ_EQ,
2007-03-30,000009_SZ_EQ,
2007-03-30,000039_SZ_EQ,
2007-03-30,000060_SZ_EQ,
2007-03-30,000061_SZ_EQ,
2007-03-30,000063_SZ_EQ,
2007-03-30,000069_SZ_EQ,
2007-03-30,000157_SZ_EQ,
2007-03-30,000402_SZ_EQ,
2007-03-30,000425_SZ_EQ,
2007-03-30,000538_SZ_EQ,
2007-03-30,000568_SZ_EQ,
2007-03-30,000625_SZ_EQ,
2007-03-30,000630_SZ_EQ,
2007-03-30,000651_SZ_EQ,
2007-03-30,000709_SZ_EQ,
2007-03-30,000729_SZ_EQ,
2007-03-30,000768_SZ_EQ,
2007-03-30,000778_SZ_EQ,
2007-03-30,000792_SZ_EQ,
2007-03-30,000800_SZ_EQ,
2007-03-30,000858_SZ_EQ,
2007-03-30,002024_SZ_EQ,
2007-03-30,600000_SH_EQ,
2007-03-30,600009_SH_EQ,
2007-03-30,600010_SH_EQ,
2007-03-30,600015_SH_EQ,
2007-03-30,600016_SH_EQ,
2007-03-30,600019_SH_EQ,
2007-03-30,600028_SH_EQ,
2007-03-30,600029_SH_EQ,
2007-03-30,600030_SH_EQ,
2007-03-30,600031_SH_EQ,
2007-03-30,600036_SH_EQ,
2007-03-30,600048_SH_EQ,
2007-03-30,600050_SH_EQ,
2007-03-30,600066_SH_EQ,
2007-03-30,600068_SH_EQ,
2007-03-30,600085_SH_EQ,
2007-03-30,600100_SH_EQ,
2007-03-30,600104_SH_EQ,
2007-03-30,600118_SH_EQ,
2007-03-30,600150_SH_EQ,
2007-03-30,600153_SH_EQ,
2007-03-30,600170_SH_EQ,
2007-03-30,600177_SH_EQ,
2007-03-30,600188_SH_EQ,
2007-03-30,600196_SH_EQ,
2007-03-30,600221_SH_EQ,
2007-03-30,600256_SH_EQ,
2007-03-30,600271_SH_EQ,
2007-03-30,600309_SH_EQ,
2007-03-30,600362_SH_EQ,
2007-03-30,600383_SH_EQ,
2007-03-30,600415_SH_EQ,
2007-03-30,600489_SH_EQ,
2007-03-30,600519_SH_EQ,
2007-03-30,600547_SH_EQ,
2007-03-30,600583_SH_EQ,
2007-03-30,600585_SH_EQ,
2007-03-30,600600_SH_EQ,
2007-03-30,600642_SH_EQ,
2007-03-30,600649_SH_EQ,
2007-03-30,600660_SH_EQ,
2007-03-30,600690_SH_EQ,
2007-03-30,600739_SH_EQ,
2007-03-30,600741_SH_EQ,
2007-03-30,600795_SH_EQ,
2007-03-30,600839_SH_EQ,
2007-03-30,600875_SH_EQ,
2007-03-30,600900_SH_EQ,
2007-03-30,601006_SH_EQ,
2007-03-30,601111_SH_EQ,
2007-03-30,601166_SH_EQ,
2007-03-30,601318_SH_EQ,
2007-03-30,601398_SH_EQ,
2007-03-30,601628_SH_EQ,
2007-03-30,601988_SH_EQ,
2007-03-30,000503_SZ_EQ,
2007-03-30,000932_SZ_EQ,
2007-03-30,600087_SH_EQ,
2007-03-30,600089_SH_EQ,
2007-03-30,600088_SH_EQ,
2007-03-30,600307_SH_EQ,
2007-03-30,600770_SH_EQ,
2007-03-30,600779_SH_EQ,
2007-03-30,600033_SH_EQ,
2007-03-30,600035_SH_EQ,
2007-03-30,600037_SH_EQ,
2007-03-30,600428_SH_EQ,
2007-03-30,600549_SH_EQ,
2007-03-30,600210_SH_EQ,
2007-03-30,000900_SZ_EQ,
2007-03-30,600895_SH_EQ,
2007-03-30,600143_SH_EQ,
2007-03-30,000652_SZ_EQ,
2007-03-30,600754_SH_EQ,
2007-03-30,600361_SH_EQ,
2007-03-30,600598_SH_EQ,
2007-03-30,600597_SH_EQ,
2007-03-30,600596_SH_EQ,
2007-03-30,600591_SH_EQ,
2007-03-30,000031_SZ_EQ,
2007-03-30,600639_SH_EQ,
2007-03-30,600631_SH_EQ,
2007-03-30,000680_SZ_EQ,
2007-03-30,600267_SH_EQ,
2007-03-30,600266_SH_EQ,
2007-03-30,601001_SH_EQ,
2007-03-30,600096_SH_EQ,
2007-03-30,600098_SH_EQ,
2007-03-30,600161_SH_EQ,
2007-03-30,600761_SH_EQ,
2007-03-30,600535_SH_EQ,
2007-03-30,600320_SH_EQ,
2007-03-30,000970_SZ_EQ,
2007-03-30,600588_SH_EQ,
2007-03-30,600270_SH_EQ,
2007-03-30,000059_SZ_EQ,
2007-03-30,600879_SH_EQ,
2007-03-30,600688_SH_EQ,
2007-03-30,000869_SZ_EQ,
2007-03-30,000767_SZ_EQ,
2007-03-30,600886_SH_EQ,
2007-03-30,000550_SZ_EQ,
2007-03-30,000559_SZ_EQ,
2007-03-30,600456_SH_EQ,
2007-03-30,000636_SZ_EQ,
2007-03-30,600797_SH_EQ,
2007-03-30,600809_SH_EQ,
2007-03-30,600808_SH_EQ,
2007-03-30,601607_SH_EQ,
2007-03-30,600058_SH_EQ,
2007-03-30,600521_SH_EQ,
2007-03-30,000969_SZ_EQ,
2007-03-30,000960_SZ_EQ,
2007-03-30,000962_SZ_EQ,
2007-03-30,600970_SH_EQ,
2007-03-30,600643_SH_EQ,
2007-03-30,600123_SH_EQ,
2007-03-30,000024_SZ_EQ,
2007-03-30,000027_SZ_EQ,
2007-03-30,000029_SZ_EQ,
2007-03-30,000100_SZ_EQ,
2007-03-30,002008_SZ_EQ,
2007-03-30,000878_SZ_EQ,
2007-03-30,000875_SZ_EQ,
2007-03-30,000541_SZ_EQ,
2007-03-30,600460_SH_EQ,
2007-03-30,600663_SH_EQ,
2007-03-30,600662_SH_EQ,
2007-03-30,600786_SH_EQ,
2007-03-30,600787_SH_EQ,
2007-03-30,600780_SH_EQ,
2007-03-30,600812_SH_EQ,
2007-03-30,600811_SH_EQ,
2007-03-30,600060_SH_EQ,
2007-03-30,600497_SH_EQ,
2007-03-30,600653_SH_EQ,
2007-03-30,600655_SH_EQ,
2007-03-30,000036_SZ_EQ,
2007-03-30,000423_SZ_EQ,
