dt,secu,M001012
2008-08-29,601390_SH_EQ,1.99999929131
2008-08-29,601398_SH_EQ,2.99398540496
2008-08-29,601600_SH_EQ,2.33222444331
2008-08-29,601601_SH_EQ,2.88767243267
2008-08-29,601628_SH_EQ,5.84485635948
2008-08-29,601808_SH_EQ,3.94771250887
2008-08-29,601857_SH_EQ,3.44668313708
2008-08-29,601866_SH_EQ,1.30159250712
2008-08-29,601898_SH_EQ,2.57617787115
2008-08-29,601939_SH_EQ,2.82055410506
2008-08-29,601988_SH_EQ,2.1577871297
2008-08-29,601998_SH_EQ,2.45822082277
2008-08-29,000503_SZ_EQ,3.40810890023
2008-08-29,000932_SZ_EQ,1.03003884053
2008-08-29,600087_SH_EQ,
2008-08-29,600325_SH_EQ,2.16803201254
2008-08-29,600307_SH_EQ,1.12644133209
2008-08-29,600770_SH_EQ,5.41943760106
2008-08-29,600779_SH_EQ,7.48383714009
2008-08-29,600033_SH_EQ,2.23943448739
2008-08-29,600037_SH_EQ,2.5393624418
2008-08-29,600428_SH_EQ,3.81773358182
2008-08-29,600549_SH_EQ,3.3485934687
2008-08-29,600210_SH_EQ,1.74038084323
2008-08-29,000900_SZ_EQ,1.92662854247
2008-08-29,600895_SH_EQ,5.68016240883
2008-08-29,600143_SH_EQ,3.51988364551
2008-08-29,000652_SZ_EQ,4.13946394794
2008-08-29,600598_SH_EQ,3.79731453075
2008-08-29,600597_SH_EQ,2.51026754991
2008-08-29,600596_SH_EQ,4.82126062496
2008-08-29,600595_SH_EQ,2.25620320195
2008-08-29,600591_SH_EQ,
2008-08-29,000031_SZ_EQ,2.67729741516
2008-08-29,000046_SZ_EQ,1.96551674783
2008-08-29,600638_SH_EQ,3.00597582067
2008-08-29,600639_SH_EQ,2.87742912688
2008-08-29,600631_SH_EQ,
2008-08-29,000680_SZ_EQ,2.51826072997
2008-08-29,600266_SH_EQ,1.49731013642
2008-08-29,000301_SZ_EQ,2.27849592956
2008-08-29,000612_SZ_EQ,3.43054114657
2008-08-29,601005_SH_EQ,1.28482323111
2008-08-29,601003_SH_EQ,1.97103605803
2008-08-29,601001_SH_EQ,3.11036469235
2008-08-29,600096_SH_EQ,9.37444528959
2008-08-29,600098_SH_EQ,1.20986409124
2008-08-29,600761_SH_EQ,1.94376627754
2008-08-29,600535_SH_EQ,2.90535899665
2008-08-29,600320_SH_EQ,2.78988317572
2008-08-29,000667_SZ_EQ,1.20303469803
2008-08-29,601918_SH_EQ,2.73983739389
2008-08-29,601919_SH_EQ,2.85168217759
2008-08-29,600270_SH_EQ,1.60131805668
2008-08-29,000059_SZ_EQ,1.20282929248
2008-08-29,600879_SH_EQ,1.70941130677
2008-08-29,600688_SH_EQ,1.90679976398
2008-08-29,601588_SH_EQ,1.65720756959
2008-08-29,600611_SH_EQ,3.17774140637
2008-08-29,000767_SZ_EQ,1.61260684325
2008-08-29,600886_SH_EQ,1.97002453774
2008-08-29,000559_SZ_EQ,2.57366303297
2008-08-29,600456_SH_EQ,2.0281310544
2008-08-29,000636_SZ_EQ,1.27385182606
2008-08-29,600797_SH_EQ,2.39531752052
2008-08-29,600809_SH_EQ,3.58206850361
2008-08-29,600808_SH_EQ,1.16896536838
2008-08-29,600058_SH_EQ,1.98099728213
2008-08-29,000969_SZ_EQ,2.96817870264
2008-08-29,000960_SZ_EQ,3.76192785739
2008-08-29,600978_SH_EQ,1.58497088432
2008-08-29,600643_SH_EQ,6.30199651764
2008-08-29,600123_SH_EQ,3.51731718251
2008-08-29,000024_SZ_EQ,2.17534851756
2008-08-29,000027_SZ_EQ,1.56078602244
2008-08-29,000878_SZ_EQ,2.34192131437
2008-08-29,000543_SZ_EQ,1.05264558483
2008-08-29,000541_SZ_EQ,2.21467628683
2008-08-29,600663_SH_EQ,3.44320536702
2008-08-29,600787_SH_EQ,1.4213742975
2008-08-29,600780_SH_EQ,1.9505717038
2008-08-29,600812_SH_EQ,4.29161430516
2008-08-29,600811_SH_EQ,1.62960499938
2008-08-29,600497_SH_EQ,3.54238890447
2008-08-29,600961_SH_EQ,1.56943942064
2008-08-29,600653_SH_EQ,2.78380371186
2008-08-29,600655_SH_EQ,2.621736725
2008-08-29,600219_SH_EQ,1.22776513403
2008-08-29,000036_SZ_EQ,1.82680278612
2008-08-29,600220_SH_EQ,3.59340673403
2008-08-29,600350_SH_EQ,1.96165816425
2008-08-29,600357_SH_EQ,
2008-08-29,601699_SH_EQ,4.74593125229
2008-08-29,000572_SZ_EQ,1.25567970618
2008-08-29,600820_SH_EQ,1.81879092195
2008-08-29,600508_SH_EQ,3.12217316067
2008-08-29,600132_SH_EQ,5.44861966935
2008-08-29,601666_SH_EQ,3.29587336291
2008-08-29,000581_SZ_EQ,1.4928280148
2008-08-29,600628_SH_EQ,2.78810421418
2008-08-29,000718_SZ_EQ,6.34219464222
2008-08-29,000951_SZ_EQ,2.91692846216
2008-08-29,600500_SH_EQ,2.4499771599
2008-08-29,600348_SH_EQ,3.17298415088
2008-08-29,600717_SH_EQ,2.68373028781
2008-08-29,000488_SZ_EQ,1.53742420829
2008-08-29,600832_SH_EQ,3.38751084176
2008-08-29,600835_SH_EQ,2.17401669682
2008-08-29,600125_SH_EQ,2.45783034032
2008-08-29,000021_SZ_EQ,1.4264379959
2008-08-29,600635_SH_EQ,4.76510564537
2008-08-29,000562_SZ_EQ,4.13681174483
2008-08-29,000717_SZ_EQ,0.880134945886
2008-08-29,000012_SZ_EQ,3.54072182674
2008-08-29,600115_SH_EQ,8.02546263787
2008-08-29,000422_SZ_EQ,3.75512362657
2008-08-29,600377_SH_EQ,1.8240112656
2008-08-29,600376_SH_EQ,1.8669232189
2008-08-29,600005_SH_EQ,2.07592872552
2008-08-29,600004_SH_EQ,2.39142784474
2008-08-29,600006_SH_EQ,1.2405952691
2008-08-29,000829_SZ_EQ,2.17267493187
2008-08-29,000828_SZ_EQ,1.72175992946
2008-08-29,000825_SZ_EQ,1.64427030027
2008-08-29,000822_SZ_EQ,1.50670288073
2008-08-29,600380_SH_EQ,1.54724527115
2008-08-29,600331_SH_EQ,3.11281500403
2008-08-29,600316_SH_EQ,2.32977421354
2008-08-29,600418_SH_EQ,1.05518940735
2008-08-29,000912_SZ_EQ,2.14209356935
2008-08-29,000917_SZ_EQ,3.10821646477
2008-08-29,000898_SZ_EQ,1.21050668526
2008-08-29,000897_SZ_EQ,2.94751541281
2008-08-29,601168_SH_EQ,2.46072976885
2008-08-29,600110_SH_EQ,3.11081552347
2008-08-29,600117_SH_EQ,1.72886447377
2008-08-29,600269_SH_EQ,1.59235962585
2008-08-29,000933_SZ_EQ,5.14417100431
2008-08-29,601991_SH_EQ,3.15652757827
2008-08-29,600601_SH_EQ,2.36486783528
2008-08-29,002097_SZ_EQ,2.5692336172
2008-08-29,600685_SH_EQ,3.46598922807
2008-08-29,600548_SH_EQ,1.42081506628
2008-08-29,600282_SH_EQ,1.37086712604
2008-08-29,600021_SH_EQ,1.08165006387
2008-08-29,600027_SH_EQ,1.68784657842
2008-08-29,600026_SH_EQ,2.76717636892
2008-08-29,600851_SH_EQ,1.19229704704
2008-08-29,600859_SH_EQ,4.51554452104
2008-08-29,600102_SH_EQ,
2008-08-29,600108_SH_EQ,3.29559827099
2008-08-29,000089_SZ_EQ,2.60605388387
2008-08-29,000088_SZ_EQ,1.99302562041
2008-08-29,600616_SH_EQ,5.58971638889
2008-08-29,000761_SZ_EQ,0.975081660456
2008-08-29,002155_SZ_EQ,2.69955169921
2008-08-29,000927_SZ_EQ,1.6664795202
2008-08-29,000401_SZ_EQ,1.61275548167
2008-08-29,600694_SH_EQ,2.26201711961
2008-08-29,000758_SZ_EQ,2.88875952947
2008-08-29,000807_SZ_EQ,2.19097410925
2008-08-29,000539_SZ_EQ,1.7171025775
2008-08-29,600008_SH_EQ,2.44377042017
2008-08-29,600001_SH_EQ,
2008-08-29,600007_SH_EQ,1.9895900322
2008-08-29,600432_SH_EQ,2.4856122893
2008-08-29,000937_SZ_EQ,4.88448029645
2008-08-29,600158_SH_EQ,5.19289994403
2008-08-29,600151_SH_EQ,3.74927977493
2008-08-29,600863_SH_EQ,1.61910406172
2008-08-29,000629_SZ_EQ,2.43884211294
2008-08-29,600997_SH_EQ,3.27947912924
2008-08-29,000755_SZ_EQ,1.529798043
2008-08-29,000751_SZ_EQ,1.81985271425
2008-08-29,600550_SH_EQ,7.1740166996
2008-08-29,002146_SZ_EQ,2.9029202554
2008-08-29,600718_SH_EQ,4.44851421679
2008-08-29,000410_SZ_EQ,2.7668135861
2008-08-29,600308_SH_EQ,1.49565228054
2008-08-29,000527_SZ_EQ,3.43155973952
2008-08-29,000528_SZ_EQ,2.89303324563
2008-08-29,600018_SH_EQ,3.26544252671
2008-08-29,600017_SH_EQ,2.6754204203
2008-08-29,600012_SH_EQ,1.68450145634
2008-08-29,600011_SH_EQ,1.75598495918
2008-08-29,600569_SH_EQ,0.888365481709
2008-08-29,000793_SZ_EQ,2.52118735945
2008-08-29,600675_SH_EQ,2.5935067282
2008-08-29,600874_SH_EQ,2.765152181
2008-08-29,600169_SH_EQ,4.57963649644
2008-08-29,600236_SH_EQ,1.92592513674
2008-08-29,601872_SH_EQ,1.95558213102
2008-08-29,000983_SZ_EQ,5.69903805786
2008-08-29,600747_SH_EQ,3.55030173097
2008-08-29,600748_SH_EQ,4.68118184914
2008-08-29,600183_SH_EQ,2.60018096728
2008-08-29,600022_SH_EQ,1.72391746145
2008-08-29,600020_SH_EQ,1.24301113664
2008-08-29,000839_SZ_EQ,3.21726801971
2008-08-29,000959_SZ_EQ,1.47647677016
2008-08-29,600881_SH_EQ,1.73611628623
2008-08-29,600887_SH_EQ,2.82602903516
2008-08-29,600528_SH_EQ,1.97502469977
2008-08-29,002128_SZ_EQ,5.14839652233
2008-09-26,000001_SZ_EQ,2.11340424778
2008-09-26,000002_SZ_EQ,2.39170024632
2008-09-26,000009_SZ_EQ,1.95105790352
2008-09-26,000039_SZ_EQ,1.56664882921
2008-09-26,000060_SZ_EQ,2.83564808905
2008-09-26,000061_SZ_EQ,2.65034912715
2008-09-26,000063_SZ_EQ,3.07332976161
2008-09-26,000069_SZ_EQ,4.91774939278
2008-09-26,000157_SZ_EQ,5.02686527548
2008-09-26,000338_SZ_EQ,2.61518900097
2008-09-26,000402_SZ_EQ,1.56805373155
2008-09-26,000423_SZ_EQ,6.15355491018
2008-09-26,000425_SZ_EQ,7.68539631377
2008-09-26,000538_SZ_EQ,9.71577171649
2008-09-26,000568_SZ_EQ,12.2554313256
2008-09-26,000625_SZ_EQ,1.16653779133
2008-09-26,000630_SZ_EQ,1.94009920455
2008-09-26,000651_SZ_EQ,3.6430004199
2008-09-26,000686_SZ_EQ,4.80287528924
2008-09-26,000709_SZ_EQ,1.39060414601
2008-09-26,000728_SZ_EQ,6.02843443589
2008-09-26,000729_SZ_EQ,2.52788172496
2008-09-26,000768_SZ_EQ,1.75024835916
2008-09-26,000778_SZ_EQ,1.42734133976
2008-09-26,000783_SZ_EQ,5.92853016128
2008-09-26,000792_SZ_EQ,33.5244634608
2008-09-26,000800_SZ_EQ,1.8558782627
2008-09-26,000858_SZ_EQ,5.83450282617
2008-09-26,000876_SZ_EQ,2.199660123
2008-09-26,000895_SZ_EQ,8.4436497313
2008-09-26,002024_SZ_EQ,6.62458135531
2008-09-26,002142_SZ_EQ,2.26986342832
2008-09-26,002202_SZ_EQ,6.93159668293
2008-09-26,600000_SH_EQ,2.55526526917
2008-09-26,600009_SH_EQ,2.82458996034
2008-09-26,600010_SH_EQ,1.37413250975
2008-09-26,600015_SH_EQ,2.42454408147
2008-09-26,600016_SH_EQ,1.77829753587
2008-09-26,600019_SH_EQ,1.33333577637
2008-09-26,600028_SH_EQ,3.0313255547
2008-09-26,600029_SH_EQ,1.85482840956
2008-09-26,600030_SH_EQ,3.15863102668
2008-09-26,600031_SH_EQ,4.4293538421
2008-09-26,600036_SH_EQ,3.34391977456
2008-09-26,600048_SH_EQ,2.82887412852
2008-09-26,600050_SH_EQ,2.0835895216
2008-09-26,600066_SH_EQ,3.71383427512
2008-09-26,600068_SH_EQ,2.68016352999
2008-09-26,600085_SH_EQ,2.69826589019
2008-09-26,600089_SH_EQ,6.70533645322
2008-09-26,600100_SH_EQ,1.54863001626
2008-09-26,600104_SH_EQ,1.19200644479
2008-09-26,600109_SH_EQ,6.35045795716
2008-09-26,600111_SH_EQ,5.08917057078
2008-09-26,600118_SH_EQ,3.57383076443
2008-09-26,600150_SH_EQ,3.69494875945
2008-09-26,600153_SH_EQ,1.33935388396
2008-09-26,600170_SH_EQ,1.90282272253
2008-09-26,600177_SH_EQ,2.01441465071
2008-09-26,600188_SH_EQ,2.8288222356
2008-09-26,600196_SH_EQ,2.9090038128
2008-09-26,600208_SH_EQ,3.11057148608
2008-09-26,600221_SH_EQ,1.53329486773
2008-09-26,600256_SH_EQ,2.44777668227
2008-09-26,600271_SH_EQ,4.59109900054
2008-09-26,600309_SH_EQ,5.10403239076
2008-09-26,600362_SH_EQ,2.27642162911
2008-09-26,600383_SH_EQ,1.16586273055
2008-09-26,600415_SH_EQ,8.33131720139
2008-09-26,600489_SH_EQ,3.09515688628
2008-09-26,600519_SH_EQ,12.8530519135
2008-09-26,600547_SH_EQ,6.31711273711
2008-09-26,600583_SH_EQ,6.92642823326
2008-09-26,600585_SH_EQ,1.97070176297
2008-09-26,600600_SH_EQ,3.80038676135
2008-09-26,600642_SH_EQ,1.51996641326
2008-09-26,600649_SH_EQ,2.64434830267
2008-09-26,600660_SH_EQ,3.46234588328
2008-09-26,600690_SH_EQ,1.85269210103
2008-09-26,600739_SH_EQ,3.33828094254
2008-09-26,600741_SH_EQ,2.08230191005
2008-09-26,600795_SH_EQ,2.35484274803
2008-09-26,600804_SH_EQ,3.02468886189
2008-09-26,600837_SH_EQ,4.72279665635
2008-09-26,600839_SH_EQ,0.7536603885
2008-09-26,600875_SH_EQ,17.5921588907
2008-09-26,600900_SH_EQ,3.60937659077
2008-09-26,601006_SH_EQ,4.48059295025
2008-09-26,601009_SH_EQ,1.76861244565
2008-09-26,601088_SH_EQ,4.09166613538
2008-09-26,601111_SH_EQ,2.39636356088
2008-09-26,601166_SH_EQ,1.87206378378
2008-09-26,601169_SH_EQ,1.75405595362
2008-09-26,601318_SH_EQ,3.01858964143
2008-09-26,601328_SH_EQ,2.17099340183
2008-09-26,601333_SH_EQ,1.29693669518
2008-09-26,601390_SH_EQ,2.17770002247
2008-09-26,601398_SH_EQ,2.64175182791
2008-09-26,601600_SH_EQ,2.15524807862
2008-09-26,601601_SH_EQ,2.53514342019
2008-09-26,601628_SH_EQ,5.6030767226
2008-09-26,601808_SH_EQ,3.81694453202
2008-09-26,601857_SH_EQ,3.37569881618
2008-09-26,601866_SH_EQ,1.2694984453
2008-09-26,601898_SH_EQ,2.63003524825
2008-09-26,601939_SH_EQ,2.4345293644
2008-09-26,601988_SH_EQ,2.13445970127
2008-09-26,601998_SH_EQ,2.19422175554
2008-09-26,000503_SZ_EQ,3.05450087014
2008-09-26,000932_SZ_EQ,0.961120606719
2008-09-26,600087_SH_EQ,
2008-09-26,600325_SH_EQ,1.79744355127
2008-09-26,600307_SH_EQ,1.13002302154
2008-09-26,600770_SH_EQ,5.20829068154
2008-09-26,600779_SH_EQ,5.82162930814
2008-09-26,600033_SH_EQ,2.35448800234
2008-09-26,600037_SH_EQ,2.67733194358
2008-09-26,600428_SH_EQ,3.11677110169
2008-09-26,600549_SH_EQ,3.91346094468
2008-09-26,600210_SH_EQ,1.704122909
2008-09-26,000900_SZ_EQ,2.02546291807
2008-09-26,600895_SH_EQ,5.97607120929
2008-09-26,600143_SH_EQ,3.39295302861
2008-09-26,000652_SZ_EQ,4.21555703521
2008-09-26,600598_SH_EQ,4.01615656347
2008-09-26,600597_SH_EQ,2.09549012342
2008-09-26,600596_SH_EQ,4.10968150631
2008-09-26,600595_SH_EQ,2.08285425617
2008-09-26,600591_SH_EQ,
2008-09-26,000031_SZ_EQ,2.54316427813
2008-09-26,000046_SZ_EQ,1.68154690608
2008-09-26,600638_SH_EQ,2.76694098422
2008-09-26,600639_SH_EQ,2.65288985975
2008-09-26,600631_SH_EQ,
2008-09-26,000680_SZ_EQ,2.61953860716
2008-09-26,600266_SH_EQ,1.50151606377
2008-09-26,000301_SZ_EQ,2.05931175737
2008-09-26,000612_SZ_EQ,2.87556270676
2008-09-26,601005_SH_EQ,1.14693976241
2008-09-26,601003_SH_EQ,1.93018556978
2008-09-26,601001_SH_EQ,3.19305716755
2008-09-26,600096_SH_EQ,9.37444528959
2008-09-26,600098_SH_EQ,1.31892940764
2008-09-26,600761_SH_EQ,1.92802019608
2008-09-26,600535_SH_EQ,3.1188252588
2008-09-26,600320_SH_EQ,3.10545554695
2008-09-26,000667_SZ_EQ,0.992795624592
2008-09-26,601918_SH_EQ,2.82744847334
2008-09-26,601919_SH_EQ,2.68256033236
2008-09-26,600270_SH_EQ,1.57735275243
2008-09-26,000059_SZ_EQ,1.18657484258
2008-09-26,600879_SH_EQ,1.77242171166
2008-09-26,600688_SH_EQ,1.89953576488
2008-09-26,601588_SH_EQ,1.40475825924
2008-09-26,600611_SH_EQ,3.2171186233
2008-09-26,000767_SZ_EQ,1.61260684325
2008-09-26,600886_SH_EQ,2.29155704001
2008-09-26,000559_SZ_EQ,2.31296871713
2008-09-26,600456_SH_EQ,1.90828694664
2008-09-26,000636_SZ_EQ,1.10825108867
2008-09-26,600797_SH_EQ,2.18165069944
2008-09-26,600809_SH_EQ,3.42354004817
2008-09-26,600808_SH_EQ,1.22713663079
2008-09-26,600058_SH_EQ,2.14230916611
2008-09-26,000969_SZ_EQ,2.64595962002
2008-09-26,000960_SZ_EQ,3.30984063667
2008-09-26,600978_SH_EQ,1.38288709657
2008-09-26,600643_SH_EQ,6.49476346994
2008-09-26,600123_SH_EQ,3.12304563992
2008-09-26,000024_SZ_EQ,2.09914493761
2008-09-26,000027_SZ_EQ,1.70864996141
2008-09-26,000878_SZ_EQ,2.27500927682
2008-09-26,000543_SZ_EQ,1.04646566946
2008-09-26,000541_SZ_EQ,2.01083792212
2008-09-26,600663_SH_EQ,3.22027989134
2008-09-26,600787_SH_EQ,1.49643036601
2008-09-26,600780_SH_EQ,2.14169400331
2008-09-26,600812_SH_EQ,3.75516251701
2008-09-26,600811_SH_EQ,1.66133859507
2008-09-26,600497_SH_EQ,3.65889413955
2008-09-26,600961_SH_EQ,1.47285853322
2008-09-26,600653_SH_EQ,2.31108232682
2008-09-26,600655_SH_EQ,2.77372146268
2008-09-26,600219_SH_EQ,1.15563793947
2008-09-26,000036_SZ_EQ,1.72278823088
2008-09-26,600220_SH_EQ,3.1310198381
2008-09-26,600350_SH_EQ,2.28330656771
2008-09-26,600357_SH_EQ,
2008-09-26,601699_SH_EQ,4.31772692877
2008-09-26,000572_SZ_EQ,1.16672147086
2008-09-26,600820_SH_EQ,1.90740950515
2008-09-26,600508_SH_EQ,2.68378583332
2008-09-26,600132_SH_EQ,4.52662102143
2008-09-26,601666_SH_EQ,2.95095638307
2008-09-26,000581_SZ_EQ,1.54221480626
2008-09-26,600628_SH_EQ,2.73953097003
2008-09-26,000718_SZ_EQ,5.051637029
2008-09-26,000951_SZ_EQ,3.60356524385
2008-09-26,600500_SH_EQ,2.41269489877
2008-09-26,600348_SH_EQ,3.50243442016
2008-09-26,600717_SH_EQ,2.7370242226
2008-09-26,000488_SZ_EQ,1.23503580047
2008-09-26,600832_SH_EQ,3.86793929689
2008-09-26,600835_SH_EQ,2.37469516115
2008-09-26,600125_SH_EQ,2.68206888657
2008-09-26,000021_SZ_EQ,1.34584827862
2008-09-26,600635_SH_EQ,3.87079383317
2008-09-26,000562_SZ_EQ,5.6138283326
2008-09-26,000717_SZ_EQ,0.865071511604
2008-09-26,000012_SZ_EQ,3.06295886502
2008-09-26,600115_SH_EQ,7.31133248789
2008-09-26,000422_SZ_EQ,3.42157396347
2008-09-26,600377_SH_EQ,1.79416380852
2008-09-26,600376_SH_EQ,1.58191363874
2008-09-26,600005_SH_EQ,2.15610252457
2008-09-26,600004_SH_EQ,2.54935232505
2008-09-26,600006_SH_EQ,1.22914362046
2008-09-26,000829_SZ_EQ,2.0119741233
2008-09-26,000828_SZ_EQ,1.74998550207
2008-09-26,000825_SZ_EQ,1.65059441681
2008-09-26,000822_SZ_EQ,1.39063419951
2008-09-26,600380_SH_EQ,1.42612253528
2008-09-26,600331_SH_EQ,2.72088672265
2008-09-26,600316_SH_EQ,2.5866156416
2008-09-26,600418_SH_EQ,0.995698016431
2008-09-26,000912_SZ_EQ,2.05799289804
2008-09-26,000917_SZ_EQ,3.13906136098
2008-09-26,000898_SZ_EQ,1.13444715977
2008-09-26,000897_SZ_EQ,2.91789214233
2008-09-26,601168_SH_EQ,2.0024276629
2008-09-26,600110_SH_EQ,2.90172792271
2008-09-26,600117_SH_EQ,1.66512753465
2008-09-26,600269_SH_EQ,1.75265246429
2008-09-26,000933_SZ_EQ,4.03503367031
2008-09-26,601991_SH_EQ,3.19725758274
2008-09-26,600601_SH_EQ,2.14705106098
2008-09-26,002097_SZ_EQ,2.46664269152
2008-09-26,600685_SH_EQ,3.26958317182
2008-09-26,600548_SH_EQ,1.86935659902
2008-09-26,600282_SH_EQ,1.38146661413
2008-09-26,600021_SH_EQ,1.11296098678
2008-09-26,600027_SH_EQ,1.79081865084
2008-09-26,600026_SH_EQ,2.22936082063
2008-09-26,600851_SH_EQ,1.28496262064
2008-09-26,600859_SH_EQ,4.5436530003
2008-09-26,600102_SH_EQ,
2008-09-26,600108_SH_EQ,2.8956048133
2008-09-26,000089_SZ_EQ,2.64858592055
2008-09-26,000088_SZ_EQ,2.04803087854
2008-09-26,600616_SH_EQ,5.66745931503
2008-09-26,000761_SZ_EQ,1.01438437614
2008-09-26,002155_SZ_EQ,2.76650788566
2008-09-26,000927_SZ_EQ,1.72461252671
2008-09-26,000401_SZ_EQ,1.63855956938
2008-09-26,600694_SH_EQ,1.81961260373
2008-09-26,000758_SZ_EQ,2.84749153619
2008-09-26,000807_SZ_EQ,1.89931846483
2008-09-26,000539_SZ_EQ,1.8273752201
2008-09-26,600008_SH_EQ,2.61449290461
2008-09-26,600001_SH_EQ,
2008-09-26,600007_SH_EQ,2.11600023558
2008-09-26,600432_SH_EQ,2.29164832453
2008-09-26,000937_SZ_EQ,4.10790695627
2008-09-26,600158_SH_EQ,3.89936169082
2008-09-26,600151_SH_EQ,3.66262461835
2008-09-26,600863_SH_EQ,1.59935889024
2008-09-26,000629_SZ_EQ,2.41484366656
2008-09-26,600997_SH_EQ,2.74452863298
2008-09-26,000755_SZ_EQ,1.36120805459
2008-09-26,000751_SZ_EQ,1.66525357591
2008-09-26,600550_SH_EQ,7.230449476
2008-09-26,002146_SZ_EQ,2.3082964762
2008-09-26,600718_SH_EQ,3.82763520502
2008-09-26,000410_SZ_EQ,2.7217247721
2008-09-26,600308_SH_EQ,1.29900701909
2008-09-26,000527_SZ_EQ,4.08664106605
2008-09-26,000528_SZ_EQ,2.87533885269
2008-09-26,600018_SH_EQ,3.42760897273
2008-09-26,600017_SH_EQ,3.17283613021
2008-09-26,600012_SH_EQ,1.6128205433
2008-09-26,600011_SH_EQ,2.17614637681
2008-09-26,600569_SH_EQ,0.890586395413
2008-09-26,000793_SZ_EQ,2.27243020665
2008-09-26,600675_SH_EQ,2.20076560019
2008-09-26,600874_SH_EQ,2.51200444612
2008-09-26,600169_SH_EQ,4.91044545329
2008-09-26,600236_SH_EQ,1.94480675573
2008-09-26,601872_SH_EQ,1.86990900909
2008-09-26,000983_SZ_EQ,4.63207805994
2008-09-26,600747_SH_EQ,3.30088316388
2008-09-26,600748_SH_EQ,3.79870067758
2008-09-26,600183_SH_EQ,2.35349787532
2008-09-26,600022_SH_EQ,1.67427674217
2008-09-26,600020_SH_EQ,1.18027240419
2008-09-26,000839_SZ_EQ,2.94258468535
2008-09-26,000959_SZ_EQ,1.35532995825
2008-09-26,600881_SH_EQ,1.7046824259
2008-09-26,600887_SH_EQ,1.66220551433
2008-09-26,600528_SH_EQ,1.95192499568
2008-09-26,002128_SZ_EQ,4.79728274913
2008-10-31,000001_SZ_EQ,1.41458271033
2008-10-31,000002_SZ_EQ,2.14867045656
2008-10-31,000009_SZ_EQ,2.28399322372
2008-10-31,000039_SZ_EQ,1.14736043591
2008-10-31,000060_SZ_EQ,1.71091040043
2008-10-31,000061_SZ_EQ,1.86946334216
2008-10-31,000063_SZ_EQ,1.71124057642
2008-10-31,000069_SZ_EQ,3.96026359199
2008-10-31,000157_SZ_EQ,2.95769966734
2008-10-31,000338_SZ_EQ,1.48673810693
2008-10-31,000402_SZ_EQ,1.26425998331
2008-10-31,000423_SZ_EQ,5.25240236964
2008-10-31,000425_SZ_EQ,5.42668780964
2008-10-31,000538_SZ_EQ,8.48927792831
2008-10-31,000568_SZ_EQ,8.15106889811
2008-10-31,000625_SZ_EQ,1.08201103929
2008-10-31,000630_SZ_EQ,1.27316411019
2008-10-31,000651_SZ_EQ,2.73561666614
2008-10-31,000686_SZ_EQ,3.10762225633
2008-10-31,000709_SZ_EQ,1.33563576877
2008-10-31,000728_SZ_EQ,3.66343799625
2008-10-31,000729_SZ_EQ,1.95864297987
2008-10-31,000768_SZ_EQ,1.32167188938
2008-10-31,000778_SZ_EQ,1.00260327775
2008-10-31,000783_SZ_EQ,4.17465235526
2008-10-31,000792_SZ_EQ,25.8427897511
2008-10-31,000800_SZ_EQ,1.2978401392
2008-10-31,000858_SZ_EQ,4.15698981765
2008-10-31,000876_SZ_EQ,1.52367535208
2008-10-31,000895_SZ_EQ,7.74941606737
2008-10-31,002024_SZ_EQ,4.88345450108
2008-10-31,002142_SZ_EQ,1.77888004286
2008-10-31,002202_SZ_EQ,5.47098385475
2008-10-31,600000_SH_EQ,1.74459664367
2008-10-31,600009_SH_EQ,1.70672165943
2008-10-31,600010_SH_EQ,0.957835113575
2008-10-31,600015_SH_EQ,2.34698784179
2008-10-31,600016_SH_EQ,1.3309266949
2008-10-31,600019_SH_EQ,0.81653743651
2008-10-31,600028_SH_EQ,1.88288301102
2008-10-31,600029_SH_EQ,1.52101855195
2008-10-31,600030_SH_EQ,2.24332619673
2008-10-31,600031_SH_EQ,2.93082312041
2008-10-31,600036_SH_EQ,2.05703428749
2008-10-31,600048_SH_EQ,2.64568369187
2008-10-31,600050_SH_EQ,1.78796136418
2008-10-31,600066_SH_EQ,2.50058088927
2008-10-31,600068_SH_EQ,2.17292914372
2008-10-31,600085_SH_EQ,2.21618750257
2008-10-31,600089_SH_EQ,4.03731194652
2008-10-31,600100_SH_EQ,1.01308361268
2008-10-31,600104_SH_EQ,0.885632642262
2008-10-31,600109_SH_EQ,5.18464986279
2008-10-31,600111_SH_EQ,2.84602899958
2008-10-31,600118_SH_EQ,2.60095326781
2008-10-31,600150_SH_EQ,2.03861937512
2008-10-31,600153_SH_EQ,1.04848039948
2008-10-31,600170_SH_EQ,1.38848400419
2008-10-31,600177_SH_EQ,1.37189169934
2008-10-31,600188_SH_EQ,1.67597514907
2008-10-31,600196_SH_EQ,2.17902874711
2008-10-31,600208_SH_EQ,2.3765817607
2008-10-31,600221_SH_EQ,1.22051911482
2008-10-31,600256_SH_EQ,1.8719015102
2008-10-31,600271_SH_EQ,4.38723631977
2008-10-31,600309_SH_EQ,3.09429071488
2008-10-31,600362_SH_EQ,1.27659290664
2008-10-31,600383_SH_EQ,1.078518512
2008-10-31,600415_SH_EQ,2.48458936454
2008-10-31,600489_SH_EQ,2.33678033844
2008-10-31,600519_SH_EQ,8.21703518669
2008-10-31,600547_SH_EQ,5.08533828213
2008-10-31,600583_SH_EQ,4.95466080421
2008-10-31,600585_SH_EQ,1.2532534635
